party_primary,primary_date,state,district,first_name,last_name,middle_name,suffix,race,gender,result,opponent(s),incumbent,notes,party (if top-two system),race source if not Ballotpedia profile
TOP-TWO,8/4/2020,WA,10,KRISTINE,REEVES,,,BLACK,WOMAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,10,NANCY,SLOTNICK,,,WHITE,WOMAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,MARILYN,STRICKLAND,,,BLACK,WOMAN,WON,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,10,RYAN,TATE,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,SAM,WRIGHT,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,DEMOCRAT,
DEMOCRATIC,8/6/2020,TN,1,CHRIS,ROWE,,,WHITE,MAN,WITHDREW,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,1,LARRY,SMITH,,,NOT_FOUND,MAN,WITHDREW,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,1,BLAIR,WALSINGHAM,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,2,CHANCE,BROWN,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,2,RENEE,HOYOS,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,3,MEG,GORMAN,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/6/2020,TN,4,NOELLE,BIVENS,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,4,CHRISTOPHER,HALE,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,5,JIM,COOPER,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,8/6/2020,TN,5,KEEDA,HAYNES,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,5,JOSHUA,RAWLINGS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,6,CHRISTOPHER,FINLEY,,,WHITE,MAN,WON,NO,NO,,,
DEMOCRATIC,8/6/2020,TN,7,KIRAN,SREEPADA,,,ASIAN,MAN,WON,NO,NO,,,
DEMOCRATIC,8/6/2020,TN,8,ERIKA,PEARSON,STOTTS,,BLACK,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,8,LAWRENCE,PIVNICK,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,8,HOLLIS,SKINNER,,,BLACK,MAN,LOST,YES,NO,,https://x.com/skinner_hollis,
DEMOCRATIC,8/6/2020,TN,8,SAVANNAH,WILLIAMSON,,,NOT_FOUND,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/6/2020,TN,9,STEVE,COHEN,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,8/6/2020,TN,9,LEO,AWGOWHAT,,,WHITE,MAN,LOST,YES,NO,,https://wreg.com/news/leo-awgowhat-talks-about-his-multiple-personalities-blames-them-for-vandalizing-statue/,
DEMOCRATIC,8/6/2020,TN,9,COREY,STRONG,,,BLACK,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,JAY,ADKINS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,PHIL,ARLINGHAUS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,RICHARD,BAKER,,,WHITE,MAN,LOST,YES,NO,,https://www.wjhl.com/news/your-local-election-hq/meet-the-candidates-richard-baker-for-tennessees-1st-congressional-district-seat/,
REPUBLICAN,8/6/2020,TN,1,CHANCE,CANSLER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,JOHN,CLARK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,RUSTY,CROWE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,STEVE,DARDEN,,,WHITE,MAN,LOST,YES,NO,,https://www.facebook.com/stevedardenforcongress/,
REPUBLICAN,8/6/2020,TN,1,CHAD,FLEENOR,,,WHITE,MAN,WITHDREW,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,ROBERT,FRANKLIN,,,WHITE,MAN,LOST,YES,NO,,https://www.johnsoncitypress.com/independent-congressional-candidates-family-tree-has-roots-in-founding-of-u-s/article_701f66c2-49e3-54bc-8254-170ec33823de.html,
REPUBLICAN,8/6/2020,TN,1,JOSH,GAPP,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,DIANA,HARSHBARGER,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,DAVID,HAWK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,TIMOTHY,HILL,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,CHUCK,MILLER,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,CARTER,QUILLEN,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,1,NICHOLE,WILLIAMS,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,2,TIM,BURCHETT,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/6/2020,TN,3,CHARLES,FLEISCHMANN,J,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/6/2020,TN,4,SCOTT,DESJARLAIS,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/6/2020,TN,4,DOUG,MEYER,,,WHITE,MAN,LOST,YES,NO,,,https://allongeorgia.com/bulloch-local-government/fmr-brooklet-police-chief-running-for-congress/#google_vignette
REPUBLICAN,8/6/2020,TN,4,RANDY,SHARP,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/6/2020,TN,6,JOHN,ROSE,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/6/2020,TN,7,MARK,GREEN,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/6/2020,TN,8,DAVID,KUSTOFF,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/6/2020,TN,9,CHARLOTTE,BERGMANN,,,BLACK,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/8/2020,HI,1,ED,CASE,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/8/2020,HI,2,BRIAN,EVANS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/8/2020,HI,2,NOELLE,FAMERA,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/8/2020,HI,2,KAIALI'I,KAHELE,,,OTHER,MAN,WON,YES,NO,NATIVE HAWAIIAN,,
DEMOCRATIC,8/8/2020,HI,2,BRENDA,LEE,,,NOT_FOUND,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,1,RON,CURTIS,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/8/2020,HI,1,JAMES,DICKENS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,1,NANCY,OLSON,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,1,ARTURO,REYES,,,OTHER,MAN,LOST,YES,NO,NATIVE HAWAIIAN,,
REPUBLICAN,8/8/2020,HI,1,TAYLOR,SMITH,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,2,JOSEPH,AKANA,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/8/2020,HI,2,STEVEN,BOND,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,2,KARLA,GOTTSCHALK,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,2,DAVID,HAMMAN,,,WHITE,MAN,LOST,YES,NO,,,https://www.hawaiinewsnow.com/2020/07/03/coffee-with-candidate-david-hamman-republican-candidate-congress/
REPUBLICAN,8/8/2020,HI,2,ELISE,KANESHIRO,HATSUKO,,ASIAN,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,2,NICHOLAS,LOVE,,,WHITE,MAN,LOST,YES,NO,,,https://www.hawaiinewsnow.com/2020/07/16/coffee-with-candidate-nicholas-love-republican-candidate-congress/
REPUBLICAN,8/8/2020,HI,2,ROBERT,NAGAMINE,,,ASIAN,MAN,LOST,YES,NO,,,https://www.facebook.com/voterobertnagamine/
REPUBLICAN,8/8/2020,HI,2,RAYMOND,QUEL,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/8/2020,HI,2,FELIPE,NICOLAS,SAN,,ASIAN,MAN,LOST,YES,NO,,,https://www.civilbeat.org/2020/07/candidate-qa-u-s-house-district-2-felipe-san-nicolas/
DEMOCRATIC,8/11/2020,CT,1,JOHN,LARSON,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/11/2020,CT,2,JOE,COURTNEY,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/11/2020,CT,3,ROSA,DELAURO,L,,WHITE,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/11/2020,CT,4,JIM,HIMES,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/11/2020,CT,5,JAHANA,HAYES,,,BLACK,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/11/2020,CT,1,MARY,FAY,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,CT,1,JIM,GRIFFIN,,,WHITE,MAN,LOST,YES,NO,,,https://www.ctpublic.org/news/2024-09-27/ct-congress-candidates-jim-griffin-conspiracies
REPUBLICAN,8/11/2020,CT,2,JUSTIN,ANDERSON,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,CT,2,THOMAS,GILMER,,,WHITE,MAN,WITHDREW,YES,NO,,,
REPUBLICAN,8/11/2020,CT,3,MARGARET,STREICKER,,,WHITE,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
REPUBLICAN,8/11/2020,CT,4,JONATHAN,RIDDLE,,,WHITE,MAN,WON,NO,NO,PRIMARY CANCELLED,,
REPUBLICAN,8/11/2020,CT,5,DAVID,SULLIVAN,XAVIER,,WHITE,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/11/2020,MN,1,DAN,FEEHAN,,,WHITE,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/11/2020,MN,2,ANGIE,CRAIG,,,WHITE,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/11/2020,MN,3,DEAN,PHILLIPS,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,8/11/2020,MN,3,COLE,YOUNG,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,4,BETTY,MCCOLLUM,,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/11/2020,MN,4,TIFFINI,FORSLUND,FLYNN,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,4,ALBERDER,GILLESPIE,,,BLACK,WOMAN,LOST,YES,NO,,,https://www.tptoriginals.org/motivated-by-racism-one-black-woman-plans-to-change-minnesota-politics/
DEMOCRATIC,8/11/2020,MN,4,REID,ROSSELL,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,4,DAVID,SANDBECK,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,5,ILHAN,OMAR,,,BLACK,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/11/2020,MN,5,LES,LESTER,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,5,JOHN,MASON,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,5,DANIEL,MCCARTHY,PATRICK,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,5,ANTONE,MELTON-MEAUX,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,6,TAWNJA,ZAHRADKA,,,WHITE,WOMAN,WON,NO,NO,,,https://www.mprnews.org/story/2019/10/16/tawnja-zahradka-joins-race-for-minnesotas-6th-district
DEMOCRATIC,8/11/2020,MN,7,COLLIN,PETERSON,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,8/11/2020,MN,7,STEPHEN,EMERY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,7,ALYCIA,GRUENHAGEN,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,MN,8,QUINN,NYSTROM,,,WHITE,WOMAN,WON,NO,NO,,,
REPUBLICAN,8/11/2020,MN,1,JIM,HAGEDORN,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/11/2020,MN,2,TYLER,KISTNER,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/11/2020,MN,3,LESLIE,DAVIS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,3,KENDALL,QUALLS,,,BLACK,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,MN,4,SIA,LO,,,ASIAN,MAN,LOST,YES,NO,,,https://www.facebook.com/SiaLo4Congress/
REPUBLICAN,8/11/2020,MN,4,GENE,RECHTZIGEL,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,MN,5,LACY,JOHNSON,,,BLACK,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,MN,5,DANIELLE,STELLA,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,5,DALIA,AL-AQIDI,,,ASIAN,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,6,TOM,EMMER,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/11/2020,MN,6,PATRICK,MUNRO,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,7,NOEL,COLLIS,,,WHITE,MAN,LOST,YES,NO,,,https://x.com/collisdr
REPUBLICAN,8/11/2020,MN,7,MICHELLE,FISCHBACH,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,MN,7,DAVE,HUGHES,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,7,WILLIAM,LOUWAGIE,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,7,JAYESUN,SHERMAN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,MN,8,PETE,STAUBER,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/11/2020,MN,8,HARRY,WELTY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,VT,1,PETER,WELCH,,,WHITE,MAN,WON,YES,YES,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,MIRIAM,BERRY,,,WHITE,WOMAN,WON,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,JUSTIN,TUTHILL,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,ANYA,TYNIO,,,OTHER,WOMAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/11/2020,VT,1,JIMMY,RODRIGUEZ,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,8/11/2020,WI,1,JOSH,PADE,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,1,ROGER,POLACK,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,2,MARK,POCAN,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/11/2020,WI,3,RONALD,KIND,JAMES,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,8/11/2020,WI,3,MARK,NEUMANN,A,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,4,GWEN,MOORE,,,BLACK,WOMAN,WON,NO,YES,,,
DEMOCRATIC,8/11/2020,WI,5,TOM,PALZEWICZ,,,WHITE,MAN,WON,NO,NO,,,
DEMOCRATIC,8/11/2020,WI,6,MICHAEL,BEARDSLEY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,6,MATTHEW,BOOR,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,6,JESSICA,KING,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/11/2020,WI,7,TRICIA,ZUNKER,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/11/2020,WI,8,AMANDA,STUCK,,,WHITE,WOMAN,WON,NO,NO,,,
REPUBLICAN,8/11/2020,WI,1,BRYAN,STEIL,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/11/2020,WI,2,PETER,THERON,,,WHITE,MAN,WON,NO,NO,,,
REPUBLICAN,8/11/2020,WI,3,JESSI,EBBEN,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,WI,3,DERRICK,ORDEN,VAN,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,WI,4,TIM,ROGERS,,,BLACK,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,WI,4,CINDY,WERNER,,,BLACK,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,WI,5,CLIFFORD,DETEMPLE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/11/2020,WI,5,SCOTT,FITZGERALD,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/11/2020,WI,6,GLENN,GROTHMAN,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/11/2020,WI,7,TOM,TIFFANY,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/11/2020,WI,8,MIKE,GALLAGHER,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/18/2020,AK,1,ALYSE,GALVIN,,,WHITE,WOMAN,WON,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,8/18/2020,AK,1,RAY,TUGATUK,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,8/18/2020,AK,1,WILLIAM,HIBLER,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,8/18/2020,AK,1,DON,YOUNG,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,AK,1,THOMAS,NELSON,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,AK,1,GERALD,HEIKES,,,WHITE,MAN,LOST,YES,NO,,,https://www.adn.com/politics/2024/08/11/attacks-on-relatively-unknown-gop-candidate-for-alaskas-us-house-seat-could-shape-primary-results/
DEMOCRATIC,8/18/2020,FL,1,PHIL,EHR,,,WHITE,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,3,ADAM,CHRISTENSEN,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,3,PHILIP,DODDS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,3,TOM,WELLS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,4,DONNA,DEEGAN,,,WHITE,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,5,ALFRED,LAWSON,,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,5,ALBERT,CHESTER,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,5,LASHONDA,HOLLOWAY,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,6,CLINTON,CURTIS,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,6,RICHARD,THRIPP,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,7,STEPHANIE,MURPHY,,,ASIAN,WOMAN,WON,NO,YES,,,
DEMOCRATIC,8/18/2020,FL,8,JIM,KENNEDY,,,WHITE,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,9,DARREN,SOTO,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,10,VAL,DEMINGS,,,BLACK,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,11,DANA,COTTRELL,,,WHITE,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,12,KIMBERLY,WALKER,,,BLACK,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,13,CHARLIE,CRIST,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,14,KATHY,CASTOR,,,WHITE,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,15,ALAN,COHN,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,15,ADAM,HATTERSLEY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,15,JESSE,PHLIPPE,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,15,KEL,BRITVEC,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,16,MARGARET,GOOD,,,WHITE,WOMAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,17,ALLEN,ELLISON,,,BLACK,MAN,WON,NO,NO,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,18,PAM,KEITH,,,BLACK,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,18,OZ,VAZQUEZ,,,HISPANIC,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,19,CINDY,BANYAI,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,19,DAVID,HOLDEN,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,20,ALCEE,HASTINGS,,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,20,SHEILA,CHERFILUS-MCCORMICK,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,21,LOIS,FRANKEL,,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,21,GUIDO,WEISS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,22,THEODORE,DEUTCH,E,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,23,DEBBIE,SCHULTZ,WASSERMAN,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,23,JEN,PERELMAN,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,24,FREDERICA,WILSON,S,,BLACK,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/18/2020,FL,24,RICARDO,DE LA FUENTE,,,HISPANIC,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,24,SAKINAH,LEHTOLA,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/18/2020,FL,26,DEBBIE,MUCARSEL-POWELL,,,WHITE,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
DEMOCRATIC,8/18/2020,FL,27,DONNA,SHALALA,,,ASIAN,WOMAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,1,MATT,GAETZ,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,FL,1,GREG,MERK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,1,JOHN,MILLS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,2,NEAL,DUNN,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,3,KAT,CAMMACK,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,RYAN,CHAMBERLIN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,TODD,CHASE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,BILL,ENGELBRECHT,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,JOE,MILLADO,DALLAS,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,AMY,WELLS,POPE,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,GAVIN,ROLLINS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,JUDSON,SAPP,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,JAMES,ST GEORGE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,3,DAVID,THEUS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,4,JOHN,RUTHERFORD,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,FL,4,ERICK,AGUILAR,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,5,GARY,ADLER,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,5,ROGER,WAGONER,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,6,MICHAEL,WALTZ,,,WHITE,MAN,WON,NO,YES,PRIMARY CANCELLED,,
REPUBLICAN,8/18/2020,FL,7,RICHARD,GOBLE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,7,LEO,VALENTIN,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/18/2020,FL,7,MIKE,ZHAO,,,ASIAN,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,8,BILL,POSEY,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/18/2020,FL,8,SCOTT,CAINE,,,WHITE,MAN,LOST,YES,NO,,,https://www.floridatoday.com/story/news/politics/elections/2020/07/18/congressional-candidates-report-six-figure-campaign-contribution-totals/5460378002/
REPUBLICAN,8/18/2020,FL,9,JOSE,CASTILLO,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,8/18/2020,FL,9,BILL,OLSON,,,WHITE,MAN,WON,YES,NO,,,
